"x","y","p"
113,97,4
113,98,4
113,99,5
113,100,4
113,101,0
113,102,3
113,103,3
113,104,3
113,105,5
113,106,5
113,107,5
113,108,5
113,109,5
113,110,5
113,111,4
113,112,5
113,113,5
113,114,5
113,115,5
113,116,5
113,117,5
113,118,4
113,119,5
113,120,5
114,25,4
114,26,5
114,27,0
114,28,3
114,29,5
114,30,5
114,31,4
114,32,5
114,33,5
114,34,4
114,35,5
114,36,5
114,37,2
114,38,5
114,39,4
114,40,4
114,41,4
114,42,1
114,43,2
114,44,5
114,45,5
114,46,5
114,47,4
114,48,4
114,49,5
114,50,5
114,51,5
114,52,5
114,53,5
114,54,5
114,55,0
114,56,0
114,57,0
114,58,0
114,59,1
114,60,5
114,61,5
114,62,1
114,63,2
114,64,5
114,65,2
114,66,0
114,67,5
114,68,5
114,69,5
114,70,5
114,71,5
114,72,5
114,73,5
114,74,3
114,75,5
114,76,5
114,77,5
114,78,4
114,79,5
114,80,5
114,81,4
114,82,5
114,83,5
114,84,5
114,85,5
114,86,5
114,87,2
114,88,5
114,89,5
114,90,5
114,91,5
114,92,5
114,93,5
114,94,5
114,95,5
114,96,5
114,97,5
114,98,5
114,99,5
114,100,5
114,101,0
114,102,0
114,103,5
114,104,5
114,105,5
114,106,5
114,107,5
114,108,5
114,109,5
114,110,5
114,111,5
114,112,5
114,113,4
114,114,3
114,115,4
114,116,5
114,117,5
114,118,3
114,119,5
114,120,5
114,121,4
114,122,5
115,25,4
115,26,4
115,27,0
115,28,3
115,29,5
115,30,5
115,31,4
115,32,5
115,33,3
115,34,4
115,35,5
115,36,5
115,37,2
115,38,5
115,39,5
115,40,4
115,41,2
115,42,5
115,43,4
115,44,4
115,45,5
115,46,5
115,47,5
115,48,4
115,49,3
115,50,5
115,51,5
115,52,5
115,53,3
115,54,5
115,55,0
115,56,0
115,57,0
115,58,0
115,59,1
115,60,1
115,61,2
115,62,2
115,63,5
115,64,0
115,65,0
115,66,0
115,67,5
115,68,5
115,69,4
115,70,5
115,71,5
115,72,5
115,73,5
115,74,5
115,75,5
115,76,5
115,77,5
115,78,5
115,79,5
115,80,5
115,81,5
115,82,5
115,83,4
115,84,5
115,85,3
115,86,5
115,87,5
115,88,5
115,89,5
115,90,2
115,91,4
115,92,4
115,93,5
115,94,5
115,95,5
115,96,5
115,97,4
115,98,5
115,99,5
115,100,5
115,101,4
115,102,5
115,103,5
115,104,5
115,105,5
115,106,5
115,107,5
115,108,5
115,109,4
115,110,5
115,111,5
115,112,5
115,113,2
115,114,1
115,115,2
115,116,4
115,117,5
115,118,4
115,119,2
115,120,4
115,121,5
115,122,5
115,123,5
116,26,5
116,27,0
116,28,0
116,29,5
116,30,5
116,31,5
116,32,5
116,33,4
116,34,5
116,35,5
116,36,5
116,37,2
116,38,3
116,39,5
116,40,4
116,41,5
116,42,4
116,43,5
116,44,0
116,45,0
116,46,1
116,47,2
116,48,5
116,49,2
116,50,5
116,51,5
116,52,4
116,53,3
116,54,2
116,55,1
116,56,1
116,57,1
116,58,1
116,59,5
116,60,1
116,61,1
116,62,2
116,63,5
116,64,4
116,65,0
116,66,0
116,67,5
116,68,5
116,69,5
116,70,5
116,71,5
116,72,5
116,73,5
116,74,3
116,75,5
116,76,5
116,77,5
116,78,5
116,79,5
116,80,5
116,81,5
116,82,5
116,83,5
116,84,5
116,85,5
116,86,5
116,87,5
116,88,5
116,89,5
116,90,5
116,91,5
116,92,5
116,93,4
116,94,5
116,95,5
116,96,5
116,97,5
116,98,5
116,99,5
116,100,5
116,101,5
116,102,5
116,103,4
116,104,4
116,105,5
116,106,5
116,107,5
116,108,5
116,109,5
116,110,5
116,111,5
116,112,5
116,113,4
116,114,5
116,115,5
116,116,5
116,117,5
116,118,4
116,119,5
116,120,4
116,121,3
116,122,5
116,123,0
116,124,0
117,26,0
117,27,1
117,28,2
117,29,5
117,30,4
117,31,5
117,32,5
117,33,4
117,34,5
117,35,5
117,36,3
117,37,5
117,38,5
117,39,5
117,40,5
117,41,5
117,42,5
117,43,5
117,44,2
117,45,0
117,46,5
117,47,5
117,48,5
117,49,5
117,50,5
117,51,5
117,52,3
117,53,5
117,54,4
117,55,4
117,56,1
117,57,1
117,58,0
117,59,1
117,60,0
117,61,0
117,62,5
117,63,5
117,64,5
117,65,1
117,66,5
117,67,5
117,68,5
117,69,4
117,70,2
117,71,5
117,72,5
117,73,5
117,74,3
117,75,2
117,76,5
117,77,5
117,78,5
117,79,5
117,80,5
117,81,5
117,82,5
117,83,5
117,84,5
117,85,5
117,86,5
117,87,5
117,88,5
117,89,5
117,90,5
117,91,5
117,92,5
117,93,5
117,94,5
117,95,5
117,96,5
117,97,5
117,98,5
117,99,5
117,100,5
117,101,4
117,102,5
117,103,5
117,104,5
117,105,5
117,106,5
117,107,5
117,108,4
117,109,5
117,110,2
117,111,5
117,112,5
117,113,5
117,114,5
117,115,5
117,116,3
117,117,4
117,118,5
117,119,4
117,120,5
117,121,2
117,122,0
117,123,0
117,124,0
117,125,0
118,26,4
118,27,4
118,28,4
118,29,5
118,30,5
118,31,5
118,32,5
118,33,5
118,34,4
118,35,5
118,36,5
118,37,5
118,38,3
118,39,5
118,40,5
118,41,5
118,42,4
118,43,5
118,44,5
118,45,5
118,46,5
118,47,5
118,48,5
118,49,5
118,50,1
118,51,2
118,52,5
118,53,4
118,54,4
118,55,5
118,56,3
118,57,0
118,58,0
118,59,0
118,60,0
118,61,0
118,62,5
118,63,1
118,64,0
118,65,1
118,66,5
118,67,5
118,68,4
118,69,5
118,70,5
118,71,5
118,72,5
118,73,5
118,74,5
118,75,3
118,76,5
118,77,5
118,78,5
118,79,5
118,80,5
118,81,5
118,82,5
118,83,5
118,84,5
118,85,5
118,86,5
118,87,5
118,88,4
118,89,5
118,90,4
118,91,5
118,92,5
118,93,5
118,94,5
118,95,5
118,96,5
118,97,5
118,98,5
118,99,5
118,100,5
118,101,5
118,102,5
118,103,5
118,104,2
118,105,5
118,106,5
118,107,0
118,108,0
118,109,5
118,110,5
118,111,5
118,112,3
118,113,4
118,114,5
118,115,2
118,116,3
118,117,4
118,118,5
118,119,5
118,120,3
118,121,1
118,122,0
118,123,0
118,124,0
119,26,5
119,27,0
119,28,5
119,29,4
119,30,5
119,31,3
119,32,4
119,33,4
119,34,2
119,35,4
119,36,4
119,37,3
119,38,5
119,39,4
119,40,4
119,41,5
119,42,5
119,43,4
119,44,4
119,45,5
119,46,0
119,47,5
119,48,5
119,49,5
119,50,0
119,51,5
119,52,5
119,53,5
119,54,5
119,55,5
119,56,5
119,57,5
119,58,0
119,59,3
119,60,2
119,61,1
119,62,1
119,63,0
119,64,0
119,65,0
119,66,5
119,67,5
119,68,5
119,69,5
119,70,5
119,71,5
119,72,4
119,73,3
119,74,4
119,75,3
119,76,5
119,77,5
119,78,5
119,79,5
119,80,5
119,81,5
119,82,5
119,83,5
119,84,5
119,85,5
119,86,5
119,87,5
119,88,3
119,89,5
119,90,4
119,91,5
119,92,5
119,93,5
119,94,5
119,95,5
119,96,5
119,97,5
119,98,5
119,99,5
119,100,5
119,101,5
119,102,5
119,103,4
119,104,4
119,105,3
119,106,0
119,107,0
119,108,4
119,109,5
119,110,5
119,111,5
119,112,5
119,113,3
119,114,5
119,115,4
119,116,5
119,117,5
119,118,5
119,119,5
119,120,4
119,121,2
119,122,0
119,123,0
119,124,0
120,26,0
120,27,0
120,28,4
120,29,5
120,30,5
120,31,4
120,32,4
120,33,1
120,34,3
120,35,4
120,36,5
120,37,4
120,38,5
120,39,4
120,40,4
120,41,2
120,42,4
120,43,3
120,44,5
120,45,5
120,46,1
120,47,2
120,48,5
120,49,5
120,50,5
120,51,5
120,52,5
120,53,5
120,54,5
120,55,5
120,56,5
120,57,5
120,58,4
120,59,3
120,60,2
120,61,3
120,62,5
120,63,5
120,64,0
120,65,1
120,66,5
120,67,5
120,68,5
120,69,4
120,70,5
120,71,5
120,72,5
120,73,5
120,74,4
120,75,5
120,76,3
120,77,3
120,78,5
120,79,5
120,80,5
120,81,5
120,82,5
120,83,5
120,84,5
120,85,5
120,86,5
120,87,5
120,88,5
120,89,3
120,90,5
120,91,5
120,92,4
120,93,5
120,94,5
120,95,5
120,96,5
120,97,5
120,98,5
120,99,5
120,100,5
120,101,5
120,102,5
120,103,5
120,104,5
120,105,3
120,106,3
120,107,5
120,108,4
120,109,4
120,110,5
120,111,5
120,112,5
120,113,5
120,114,4
120,115,4
120,116,5
120,117,4
120,118,4
120,119,5
120,120,4
120,121,1
120,122,1
120,123,0
121,26,0
121,27,0
121,28,5
121,29,5
121,30,4
121,31,5
121,32,3
121,33,4
121,34,5
121,35,2
121,36,5
121,37,4
121,38,4
121,39,3
121,40,4
121,41,3
121,42,0
121,43,3
121,44,5
121,45,5
121,46,0
121,47,5
121,48,4
121,49,5
121,50,5
121,51,5
121,52,5
121,53,5
121,54,5
121,55,5
121,56,5
121,57,5
121,58,5
121,59,4
121,60,5
121,61,2
121,62,0
121,63,0
121,64,1
121,65,5
121,66,5
121,67,5
121,68,5
121,69,5
121,70,5
121,71,3
121,72,3
121,73,5
121,74,4
121,75,0
121,76,0
121,77,0
121,78,5
121,79,5
121,80,5
121,81,5
121,82,5
121,83,5
121,84,5
121,85,5
121,86,5
121,87,5
121,88,5
121,89,5
121,90,5
121,91,5
121,92,5
121,93,5
121,94,5
121,95,5
121,96,5
121,97,4
121,98,5
121,99,5
121,100,5
121,101,5
121,102,5
121,103,5
121,104,5
121,105,5
121,106,5
121,107,5
121,108,5
121,109,4
121,110,3
121,111,2
121,112,5
121,113,5
121,114,5
121,115,4
121,116,4
121,117,5
121,118,3
121,119,5
121,120,4
121,121,3
121,122,1
122,26,0
122,27,4
122,28,5
122,29,5
122,30,3
122,31,5
122,32,1
122,33,3
122,34,5
122,35,4
122,36,2
122,37,4
122,38,3
122,39,4
122,40,5
122,41,2
122,42,0
122,43,2
122,44,0
122,45,2
122,46,5
122,47,5
122,48,5
122,49,5
122,50,4
122,51,5
122,52,3
122,53,4
122,54,5
122,55,4
122,56,5
122,57,5
122,58,5
122,59,5
122,60,5
122,61,0
122,62,1
122,63,0
122,64,1
122,65,5
122,66,5
122,67,5
122,68,5
122,69,5
122,70,5
122,71,4
122,72,5
122,73,4
122,74,1
122,75,0
122,76,0
122,77,1
122,78,5
122,79,5
122,80,5
122,81,5
122,82,5
122,83,5
122,84,5
122,85,5
122,86,5
122,87,5
122,88,5
122,89,5
122,90,1
122,91,5
122,92,4
122,93,4
122,94,5
122,95,5
122,96,5
122,97,5
122,98,5
122,99,5
122,100,5
122,101,4
122,102,5
122,103,5
122,104,4
122,105,5
122,106,5
122,107,5
122,108,5
122,109,5
122,110,5
122,111,5
122,112,5
122,113,5
122,114,5
122,115,5
122,116,4
122,117,5
122,118,4
122,119,3
122,120,5
122,121,4
123,26,4
123,27,5
123,28,4
123,29,4
123,30,4
123,31,5
123,32,1
123,33,5
123,34,5
123,35,5
123,36,4
123,37,3
123,38,4
123,39,5
123,40,5
123,41,1
123,42,0
123,43,2
123,44,5
123,45,2
123,46,3
123,47,4
123,48,4
123,49,4
123,50,4
123,51,5
123,52,5
123,53,5
123,54,5
123,55,5
123,56,5
123,57,5
123,58,5
123,59,5
123,60,5
123,61,5
123,62,5
123,63,5
123,64,0
123,65,5
123,66,5
123,67,5
123,68,3
123,69,3
123,70,5
123,71,5
123,72,5
123,73,4
123,74,0
123,75,0
123,76,5
123,77,5
123,78,5
123,79,5
123,80,5
123,81,5
123,82,5
123,83,5
123,84,5
123,85,5
123,86,5
123,87,4
123,88,5
123,89,5
123,90,5
123,91,5
123,92,5
123,93,5
123,94,5
123,95,5
123,96,5
123,97,5
123,98,5
123,99,5
123,100,5
123,101,5
123,102,5
123,103,5
123,104,5
123,105,4
123,106,5
123,107,5
123,108,5
123,109,5
123,110,5
123,111,5
123,112,5
123,113,5
123,114,5
123,115,4
123,116,3
123,117,4
123,118,5
123,119,4
123,120,4
123,121,4
124,25,0
124,26,5
124,27,5
124,28,5
124,29,4
124,30,3
124,31,0
124,32,1
124,33,5
124,34,2
124,35,5
124,36,4
124,37,4
124,38,4
124,39,4
124,40,2
124,41,3
124,42,4
124,43,2
124,44,0
124,45,1
124,46,5
124,47,5
124,48,5
124,49,5
124,50,3
124,51,5
124,52,4
124,53,5
124,54,5
124,55,1
124,56,0
124,57,4
124,58,5
124,59,5
124,60,5
124,61,5
124,62,5
124,63,4
124,64,2
124,65,5
124,66,5
124,67,4
124,68,4
124,69,3
124,70,5
124,71,5
124,72,3
124,73,0
124,74,0
124,75,0
124,76,5
124,77,5
124,78,5
124,79,5
124,80,4
124,81,5
124,82,4
124,83,5
124,84,5
124,85,4
124,86,5
124,87,5
124,88,5
124,89,5
124,90,5
124,91,5
124,92,4
124,93,5
124,94,5
124,95,5
124,96,5
124,97,5
124,98,5
124,99,5
124,100,0
124,101,5
124,102,5
124,103,5
124,104,5
124,105,5
124,106,5
124,107,5
124,108,5
124,109,5
124,110,5
124,111,5
124,112,5
124,113,4
124,114,5
124,115,3
124,116,4
124,117,4
124,118,4
124,119,4
124,120,4
125,25,0
125,26,0
125,27,0
125,28,0
125,29,3
125,30,5
125,31,0
125,32,4
125,33,4
125,34,5
125,35,4
125,36,4
125,37,4
125,38,4
125,39,4
125,40,5
125,41,5
125,42,5
125,43,5
125,44,0
125,45,0
125,46,2
125,47,5
125,48,5
125,49,4
125,50,5
125,51,2
125,52,5
125,53,4
125,54,5
125,55,5
125,56,5
125,57,5
125,58,5
125,59,5
125,60,5
125,61,5
125,62,5
125,63,4
125,64,3
125,65,4
125,66,3
125,67,4
125,68,4
125,69,2
125,70,5
125,71,5
125,72,5
125,73,0
125,74,0
125,75,0
125,76,2
125,77,5
125,78,5
125,79,5
125,80,3
125,81,5
125,82,5
125,83,5
125,84,5
125,85,4
125,86,5
125,87,4
125,88,5
125,89,5
125,90,5
125,91,2
125,92,1
125,93,5
125,94,5
125,95,5
125,96,5
125,97,3
125,98,5
125,99,2
125,100,0
125,101,5
125,102,5
125,103,5
125,104,5
125,105,5
125,106,5
125,107,4
125,108,5
125,109,5
125,110,4
125,111,3
125,112,5
125,113,5
125,114,2
125,115,3
125,116,4
125,117,4
125,118,5
125,119,4
125,120,5
125,121,0
126,25,0
126,26,0
126,27,0
126,28,0
126,29,3
126,30,0
126,31,0
126,32,1
126,33,5
126,34,4
126,35,5
126,36,1
126,37,3
126,38,5
126,39,4
126,40,4
126,41,5
126,42,5
126,43,5
126,44,2
126,45,1
126,46,2
126,47,5
126,48,5
126,49,3
126,50,5
126,51,5
126,52,5
126,53,5
126,54,5
126,55,5
126,56,5
126,57,5
126,58,5
126,59,4
126,60,5
126,61,3
126,62,5
126,63,5
126,64,5
126,65,4
126,66,2
126,67,0
126,68,4
126,69,4
126,70,5
126,71,5
126,72,5
126,73,0
126,74,0
126,75,0
126,76,5
126,77,5
126,78,4
126,79,4
126,80,4
126,81,4
126,82,5
126,83,5
126,84,5
126,85,5
126,86,4
126,87,5
126,88,5
126,89,4
126,90,3
126,91,1
126,92,0
126,93,2
126,94,2
126,95,1
126,96,1
126,97,1
126,98,2
126,99,0
126,100,5
126,101,5
126,102,5
126,103,5
126,104,5
126,105,5
126,106,5
126,107,5
126,108,5
126,109,4
126,110,5
126,111,5
126,112,5
126,113,3
126,114,2
126,115,5
126,116,5
126,117,5
126,118,5
126,119,4
126,120,5
126,121,5
126,122,4
127,24,0
127,25,0
127,26,0
127,27,0
127,28,5
127,29,5
127,30,5
127,31,0
127,32,0
127,33,3
127,34,2
127,35,2
127,36,3
127,37,3
127,38,1
127,39,4
127,40,5
127,41,5
127,42,5
127,43,5
127,44,5
127,45,1
127,46,5
127,47,5
127,48,5
127,49,5
127,50,5
127,51,5
127,52,4
127,53,5
127,54,5
127,55,3
127,56,5
127,57,5
127,58,5
127,59,5
127,60,5
127,61,5
127,62,4
127,63,5
127,64,1
127,65,1
127,66,5
127,67,4
127,68,5
127,69,3
127,70,5
127,71,5
127,72,5
127,73,0
127,74,0
127,75,0
127,76,5
127,77,5
127,78,5
127,79,5
127,80,5
127,81,5
127,82,4
127,83,2
127,84,3
127,85,5
127,86,5
127,87,5
127,88,5
127,89,4
127,90,2
127,91,4
127,92,2
127,93,1
127,94,1
127,95,1
127,96,1
127,97,1
127,98,0
127,99,0
127,100,5
127,101,5
127,102,5
127,103,5
127,104,4
127,105,5
127,106,4
127,107,5
127,108,4
127,109,5
127,110,5
127,111,4
127,112,3
127,113,5
127,114,5
127,115,4
127,116,4
127,117,3
127,118,5
127,119,3
127,120,5
127,121,5
127,122,5
127,123,3
128,22,0
128,23,0
128,24,0
128,25,0
128,26,0
128,27,0
128,28,1
128,29,0
128,30,5
128,31,0
128,32,0
128,33,1
128,34,1
128,35,0
128,36,1
128,37,3
128,38,3
128,39,3
128,40,5
128,41,5
128,42,5
128,43,5
128,44,3
128,45,3
128,46,5
128,47,5
128,48,5
128,49,5
128,50,5
128,51,5
128,52,4
128,53,5
128,54,2
128,55,2
128,56,5
128,57,4
128,58,5
128,59,3
128,60,3
128,61,5
128,62,3
128,63,5
128,64,5
128,65,2
128,66,5
128,67,5
128,68,4
128,69,4
128,70,0
128,71,0
128,72,5
128,73,0
128,74,1
128,75,0
128,76,5
128,77,5
128,78,5
128,79,5
128,80,5
128,81,5
128,82,3
128,83,3
128,84,4
128,85,5
128,86,5
128,87,5
128,88,5
128,89,5
128,90,2
128,91,4
128,92,1
128,93,1
128,94,1
128,95,0
128,96,0
128,97,0
128,98,4
128,99,5
128,100,3
128,101,2
128,102,5
128,103,5
128,104,4
128,105,4
128,106,0
128,107,5
128,108,5
128,109,5
128,110,4
128,111,4
128,112,5
128,113,4
128,114,4
128,115,4
128,116,4
128,117,5
128,118,4
128,119,5
128,120,5
128,121,5
128,122,3
128,123,2
128,124,3
129,21,5
129,22,5
129,23,5
129,24,5
129,25,0
129,26,0
129,27,0
129,28,0
129,29,0
129,30,0
129,31,0
129,32,0
129,33,2
129,34,2
129,35,3
129,36,5
129,37,5
129,38,3
129,39,5
129,40,4
129,41,4
129,42,5
129,43,5
129,44,4
129,45,3
129,46,4
129,47,5
129,48,5
129,49,3
129,50,5
129,51,5
129,52,5
129,53,4
129,54,2
129,55,5
129,56,4
129,57,4
129,58,5
129,59,4
129,60,5
129,61,5
129,62,3
129,63,5
129,64,5
129,65,5
129,66,1
129,67,4
129,68,2
129,69,1
129,70,2
129,71,1
129,72,0
129,73,0
129,74,0
129,75,0
129,76,4
129,77,5
129,78,5
129,79,4
129,80,5
129,81,4
129,82,4
129,83,4
129,84,3
129,85,5
129,86,5
129,87,5
129,88,2
129,89,1
129,90,4
129,91,1
129,92,5
129,93,5
129,94,0
129,95,1
129,96,1
129,97,1
129,98,5
129,99,5
129,100,5
129,101,2
129,102,2
129,103,4
129,104,5
129,105,5
129,106,4
129,107,4
129,108,3
129,109,5
129,110,5
129,111,4
129,112,5
129,113,5
129,114,3
129,115,2
129,116,2
129,117,5
129,118,5
129,119,5
129,120,4
129,121,4
129,122,2
129,123,3
129,124,3
129,125,3
130,20,5
130,21,5
130,22,5
130,23,5
130,24,0
130,25,0
130,26,0
130,27,1
130,28,1
130,29,0
130,30,0
130,31,0
130,32,0
130,33,1
130,34,5
130,35,3
130,36,2
130,37,3
130,38,5
130,39,4
130,40,4
130,41,4
130,42,4
130,43,4
130,44,3
130,45,4
130,46,5
130,47,5
130,48,5
130,49,5
130,50,5
130,51,5
130,52,5
130,53,5
130,54,5
130,55,4
130,56,5
130,57,5
130,58,3
130,59,4
130,60,5
130,61,5
130,62,5
130,63,5
130,64,5
130,65,5
130,66,5
130,67,0
130,68,1
130,69,0
130,70,0
130,71,1
130,72,0
130,73,0
130,74,0
130,75,5
130,76,5
130,77,5
130,78,5
130,79,5
130,80,5
130,81,5
130,82,0
130,83,4
130,84,4
130,85,5
130,86,5
130,87,5
130,88,5
130,89,2
130,90,1
130,91,1
130,92,0
130,93,4
130,94,1
130,95,2
130,96,5
130,97,5
130,98,5
130,99,0
130,100,5
130,101,4
130,102,4
130,103,3
130,104,2
130,105,0
130,106,4
130,107,4
130,108,5
130,109,5
130,110,5
130,111,4
130,112,5
130,113,5
130,114,2
130,115,3
130,116,4
130,117,5
130,118,5
130,119,4
130,120,5
130,121,2
130,122,0
130,123,3
130,124,3
130,125,3
131,19,0
131,20,0
131,21,1
131,22,1
131,23,1
131,24,0
131,25,0
131,26,1
131,27,1
131,28,1
131,29,0
131,30,0
131,31,0
131,32,0
131,33,1
131,34,5
131,35,1
131,36,1
131,37,2
131,38,5
131,39,5
131,40,2
131,41,3
131,42,1
131,43,4
131,44,3
131,45,1
131,46,5
131,47,4
131,48,5
131,49,5
131,50,4
131,51,3
131,52,5
131,53,5
131,54,5
131,55,4
131,56,4
131,57,5
131,58,5
131,59,5
131,60,4
131,61,5
131,62,5
131,63,5
131,64,3
131,65,5
131,66,5
131,67,5
131,68,2
131,69,5
131,70,5
131,71,2
131,72,5
131,73,0
131,74,5
131,75,5
131,76,5
131,77,5
131,78,5
131,79,4
131,80,5
131,81,0
131,82,0
131,83,5
131,84,1
131,85,4
131,86,5
131,87,5
131,88,5
131,89,4
131,90,4
131,91,3
131,92,3
131,93,1
131,94,5
131,95,5
131,96,5
131,97,5
131,98,5
131,99,5
131,100,5
131,101,3
131,102,5
131,103,4
131,104,5
131,105,1
131,106,0
131,107,0
131,108,5
131,109,5
131,110,5
131,111,4
131,112,5
131,113,4
131,114,4
131,115,4
131,116,4
131,117,4
131,118,5
131,119,4
131,120,5
131,121,0
131,122,0
131,123,0
131,124,0
131,125,0
131,126,0
132,15,5
132,16,5
132,17,0
132,18,0
132,19,0
132,20,0
132,21,1
132,22,0
132,23,0
132,24,0
132,25,0
132,26,2
132,27,2
132,28,0
132,29,0
132,30,0
132,31,0
132,32,0
132,33,0
132,34,1
132,35,1
132,36,2
132,37,3
132,38,2
132,39,5
132,40,5
132,41,4
132,42,3
132,43,4
132,44,4
132,45,0
132,46,0
132,47,0
132,48,1
132,49,3
132,50,5
132,51,3
132,52,5
132,53,5
132,54,4
132,55,5
132,56,3
132,57,5
132,58,5
132,59,3
132,60,1
132,61,3
132,62,5
132,63,5
132,64,5
132,65,5
132,66,5
132,67,5
132,68,5
132,69,5
132,70,5
132,71,4
132,72,5
132,73,5
132,74,5
132,75,5
132,76,5
132,77,5
132,78,5
132,79,2
132,80,5
132,81,5
132,82,0
132,83,4
132,84,5
132,85,5
132,86,5
132,87,5
132,88,5
132,89,3
132,90,4
132,91,5
132,92,3
132,93,0
132,94,3
132,95,5
132,96,4
132,97,3
132,98,5
132,99,5
132,100,5
132,101,5
132,102,5
132,103,5
132,104,5
132,105,5
132,106,0
132,107,0
132,108,5
132,109,5
132,110,5
132,111,4
132,112,2
132,113,4
132,114,4
132,115,5
132,116,5
132,117,4
132,118,5
132,119,3
132,120,5
132,121,0
132,122,0
132,123,0
132,124,0
132,125,0
132,126,3
133,14,5
133,15,0
133,16,0
133,17,0
133,18,0
133,19,0
133,20,0
133,21,0
133,22,0
133,23,0
133,24,0
133,25,0
133,26,1
133,27,2
133,28,0
133,29,0
133,30,0
133,31,0
133,32,0
133,33,0
133,34,1
133,35,1
133,36,1
133,37,2
133,38,1
133,39,3
133,40,2
133,41,4
133,42,5
133,43,5
133,44,4
133,45,1
133,46,5
133,47,4
133,48,1
133,49,1
133,50,4
133,51,5
133,52,4
133,53,5
133,54,5
133,55,5
133,56,5
133,57,5
133,58,3
133,59,0
133,60,0
133,61,0
133,62,3
133,63,5
133,64,4
133,65,1
133,66,5
133,67,5
133,68,5
133,69,5
133,70,5
133,71,5
133,72,5
133,73,2
133,74,5
133,75,5
133,76,5
133,77,4
133,78,2
133,79,2
133,80,5
133,81,5
133,82,4
133,83,5
133,84,3
133,85,5
133,86,5
133,87,5
133,88,5
133,89,4
133,90,4
133,91,4
133,92,3
133,93,0
133,94,5
133,95,5
133,96,4
133,97,5
133,98,5
133,99,5
133,100,5
133,101,5
133,102,4
133,103,5
133,104,5
133,105,5
133,106,0
133,107,0
133,108,5
133,109,3
133,110,5
133,111,3
133,112,2
133,113,5
133,114,5
133,115,5
133,116,5
133,117,5
133,118,5
133,119,4
133,120,5
133,121,1
133,122,0
133,123,0
133,124,0
133,125,0
133,126,0
133,127,0
133,129,0
134,15,0
134,16,5
134,17,5
134,18,4
134,19,0
134,20,0
134,21,0
134,22,0
134,23,0
134,24,0
134,25,1
134,26,2
134,27,1
134,28,1
134,29,0
134,30,0
134,31,1
134,32,0
134,33,0
134,34,1
134,35,1
134,36,1
134,37,1
134,38,2
134,39,5
134,40,2
134,41,5
134,42,5
134,43,4
134,44,5
134,45,5
134,46,4
134,47,3
134,48,2
134,49,2
134,50,2
134,51,4
134,52,5
134,53,5
134,54,5
134,55,5
134,56,5
134,57,3
134,58,5
134,59,4
134,60,5
134,61,5
134,62,4
134,63,4
134,64,3
134,65,5
134,66,3
134,67,5
134,68,5
134,69,5
134,70,5
134,71,5
134,72,5
134,73,5
134,74,5
134,75,5
134,76,4
134,77,3
134,78,4
134,79,5
134,80,5
134,81,5
134,82,4
134,83,5
134,84,5
134,85,5
134,86,4
134,87,4
134,88,5
134,89,3
134,90,3
134,91,5
134,92,4
134,93,0
134,94,5
134,95,5
134,96,5
134,97,5
134,98,5
134,99,5
134,100,5
134,101,3
134,102,5
134,103,5
134,104,5
134,105,5
134,106,4
134,107,5
134,108,5
134,109,5
134,110,5
134,111,5
134,112,0
134,113,1
134,114,0
134,115,4
134,116,4
134,117,5
134,118,4
134,119,2
134,120,4
134,121,2
134,122,1
134,123,2
134,124,3
134,125,0
134,126,0
134,127,0
134,128,0
134,129,0
135,16,5
135,17,5
135,18,0
135,19,0
135,20,0
135,21,0
135,22,0
135,23,0
135,24,0
135,25,0
135,26,0
135,27,0
135,28,0
135,29,0
135,30,0
135,31,0
135,32,1
135,33,0
135,34,1
135,35,1
135,36,1
135,37,2
135,38,2
135,39,4
135,40,2
135,41,4
135,42,3
135,43,4
135,44,5
135,45,5
135,46,5
135,47,5
135,48,3
135,49,1
135,50,4
135,51,5
135,52,4
135,53,5
135,54,5
135,55,5
135,56,2
135,57,4
135,58,4
135,59,3
135,60,4
135,61,4
135,62,4
135,63,3
135,64,5
135,65,5
135,66,5
135,67,5
135,68,5
135,69,5
135,70,5
135,71,5
135,72,5
135,73,5
135,74,5
135,75,5
135,76,5
135,77,4
135,78,5
135,79,4
135,80,3
135,81,5
135,82,3
135,83,5
135,84,5
135,85,5
135,86,5
135,87,5
135,88,5
135,89,5
135,90,5
135,91,5
135,92,5
135,93,3
135,94,5
135,95,5
135,96,5
135,97,5
135,98,5
135,99,5
135,100,5
135,101,5
135,102,5
135,103,5
135,104,5
135,105,4
135,106,5
135,107,5
135,108,5
135,109,5
135,110,5
135,111,3
135,112,5
135,113,0
135,114,2
135,115,1
135,116,4
135,117,3
135,118,3
135,119,2
135,120,5
135,121,5
135,122,5
135,123,0
135,124,5
135,125,5
135,126,0
135,127,0
135,128,0
135,129,0
136,16,0
136,17,0
136,18,0
136,19,0
136,20,0
136,21,0
136,22,0
136,23,0
136,24,0
136,25,1
136,26,0
136,27,0
136,28,5
136,29,1
136,30,0
136,31,0
136,32,0
136,33,0
136,34,2
136,35,2
136,36,2
136,37,2
136,38,5
136,39,5
136,40,5
136,41,5
136,42,5
136,43,5
136,44,4
136,45,3
136,46,3
136,47,3
136,48,4
136,49,3
136,50,4
136,51,5
136,52,5
136,53,5
136,54,2
136,55,1
136,56,5
136,57,1
136,58,4
136,59,4
136,60,4
136,61,4
136,62,3
136,63,5
136,64,5
136,65,5
136,66,5
136,67,5
136,68,5
136,69,5
136,70,5
136,71,5
136,72,5
136,73,5
