2012;Pankow;Weißensee;96;73;96;73;0;0
2012;Pankow;Wilhelmsruh;97;92;97;92;0;0
2012;Reinickendorf;Frohnau;97;72;97;72;0;0
2012;Reinickendorf;Heiligensee;96;67;96;67;0;0
2012;Reinickendorf;Hermsdorf;98;75;98;75;0;0
2012;Reinickendorf;Konradshöhe;95;75;95;75;0;0
2012;Reinickendorf;Lübars;98;68;98;68;0;0
2012;Reinickendorf;MärkischesViertel;97;70;97;70;0;0
2012;Reinickendorf;Reinickendorf;98;88;98;88;0;0
2012;Reinickendorf;Tegel;95;81;95;81;0;0
2012;Reinickendorf;Waldmannslust;100;86;100;86;0;0
2012;Reinickendorf;Wittenau;99;82;99;82;0;0
2012;Spandau;FalkenhagenerFeld;97;80;97;80;0;0
2012;Spandau;Gatow;80;67;80;67;0;0
2012;Spandau;Hakenfelde;90;79;90;79;0;0
2012;Spandau;Haselhorst;98;84;98;84;0;0
2012;Spandau;Kladow;66;62;66;62;0;0
2012;Spandau;Siemensstadt;95;79;95;79;0;0
2012;Spandau;Spandau;99;91;99;91;0;0
2012;Spandau;Staaken;94;73;94;73;0;0
2012;Spandau;Wilhelmsstadt;99;87;99;87;0;0
2012;Steglitz-Zehlendorf;Dahlem;92;74;92;74;0;0
2012;Steglitz-Zehlendorf;Lankwitz;100;86;100;86;0;0
2012;Steglitz-Zehlendorf;Lichterfelde;96;78;96;78;0;0
2012;Steglitz-Zehlendorf;Nikolassee;93;67;93;67;0;0
2012;Steglitz-Zehlendorf;Steglitz;100;93;100;93;0;0
2012;Steglitz-Zehlendorf;Wannsee;96;73;96;73;0;0
2012;Steglitz-Zehlendorf;Zehlendorf;97;77;97;77;0;0
2012;Tempelhof-Schöneberg;Friedenau;100;94;100;94;0;0
2012;Tempelhof-Schöneberg;Lichtenrade;97;78;97;78;0;0
2012;Tempelhof-Schöneberg;Mariendorf;98;87;98;87;0;0
2012;Tempelhof-Schöneberg;Marienfelde;96;82;96;82;0;0
2012;Tempelhof-Schöneberg;Schöneberg;99;89;99;89;0;0
2012;Tempelhof-Schöneberg;Tempelhof;99;90;99;90;0;0
2012;Treptow-Köpenick;Adlershof;99;88;99;88;0;0
2012;Treptow-Köpenick;Altglienicke;93;64;93;64;0;0
2012;Treptow-Köpenick;Alt-Treptow;99;94;99;94;0;0
2012;Treptow-Köpenick;Baumschulenweg;92;84;92;84;0;0
2012;Treptow-Köpenick;Bohnsdorf;92;59;92;59;0;0
2012;Treptow-Köpenick;Friedrichshagen;96;83;96;83;0;0
2012;Treptow-Köpenick;Grünau;98;76;98;76;0;0
2012;Treptow-Köpenick;Johannistal;97;80;97;80;0;0
2012;Treptow-Köpenick;Köpenick;95;78;95;78;0;0
2012;Treptow-Köpenick;Müggelheim;79;5;79;5;0;0
2012;Treptow-Köpenick;Niederschöneweide;99;73;99;73;0;0
2012;Treptow-Köpenick;Oberschöneweide;98;90;98;90;0;0
2012;Treptow-Köpenick;Plänterwald ;99;80;99;80;0;0
2012;Treptow-Köpenick;Rahnsdorf ;87;5;87;5;0;0
2012;Treptow-Köpenick;Schmöckwitz ;72;5;72;5;0;0
;;;;;;;;
